M,N,K,shape_class
256,1024,512,grid
256,1024,768,grid
256,1024,1024,grid
256,1024,2048,grid
256,1025,64,wide_output
256,1025,256,fat
256,1032,64,wide_output
256,1032,256,fat
256,1057,64,wide_output
256,1057,256,fat
256,1088,64,wide_output
256,1088,256,fat
256,1120,64,wide_output
256,1120,256,fat
256,1151,64,wide_output
256,1151,256,fat
256,1536,1,grid
256,1536,2,grid
256,1536,4,grid
256,1536,16,grid
256,1536,127,grid
256,1536,128,grid
256,1536,129,grid
256,1536,256,grid
256,1536,257,grid
256,1536,384,grid
256,1536,512,grid
256,1536,768,grid
256,2048,2,grid
256,2048,4,grid
256,2048,8,grid
256,2048,16,grid
256,2048,64,wide_output
256,2048,96,grid
256,2048,127,grid
256,2048,129,grid
256,2048,192,grid
256,2048,256,grid
256,2048,257,grid
256,2048,384,grid
256,2048,1024,grid
256,2049,64,wide_output
256,2049,256,fat
256,2056,64,wide_output
256,2056,256,fat
256,2081,64,wide_output
256,2081,256,fat
256,2112,64,wide_output
256,2112,256,fat
256,2144,64,wide_output
256,2144,256,fat
256,2175,64,wide_output
256,2175,256,fat
256,4096,1,grid
256,4096,4,grid
256,4096,8,grid
256,4096,16,grid
256,4096,32,grid
256,4096,64,wide_output
256,4096,127,grid
256,4096,128,grid
256,4096,192,grid
256,4096,256,grid
256,4096,257,grid
256,4096,384,grid
256,4096,512,grid
256,4096,2048,grid
256,4097,64,wide_output
256,4097,256,fat
256,4104,64,wide_output
256,4104,256,fat
256,4129,64,wide_output
256,4129,256,fat
256,4160,64,wide_output
256,4160,256,fat
256,4192,64,wide_output
256,4192,256,fat
256,4223,64,wide_output
256,4223,256,fat
256,8192,64,wide_output
256,8192,256,fat
256,8193,64,wide_output
256,8193,256,fat
256,8200,64,wide_output
256,8200,256,fat
256,8225,64,wide_output
256,8225,256,fat
256,8256,64,wide_output
256,8256,256,fat
256,8288,64,wide_output
256,8288,256,fat
256,8319,64,wide_output
256,8319,256,fat
257,1,1,grid
257,1,64,grid
257,1,128,grid
257,1,256,grid
257,1,384,grid
257,1,768,grid
257,1,2048,grid
257,2,2,grid
257,2,16,grid
257,2,64,grid
257,2,96,grid
257,2,192,grid
257,2,384,grid
257,2,1024,grid
257,4,1,grid
257,4,4,grid
257,4,32,grid
257,4,96,grid
257,4,127,grid
257,4,129,grid
257,4,256,grid
257,4,384,grid
257,4,1024,grid
257,4,1536,grid
257,8,1,grid
257,8,2,grid
257,8,4,grid
257,8,8,grid
257,8,32,grid
257,8,129,grid
257,8,192,grid
257,8,384,grid
257,8,512,grid
257,8,1536,grid
257,8,2048,grid
257,16,1,grid
257,16,4,grid
257,16,16,tall
257,16,96,grid
257,16,127,grid
257,16,128,grid
257,16,256,grid
257,16,257,grid
257,16,512,grid
257,16,768,grid
257,16,2048,grid
257,32,4,grid
257,32,16,grid
257,32,64,grid
257,32,127,grid
257,32,128,grid
257,32,129,grid
257,32,192,grid
257,32,256,grid
257,32,257,grid
257,32,512,grid
257,32,2048,grid
257,64,1,grid
257,64,16,grid
257,64,64,tall
257,64,96,grid
257,64,127,grid
257,64,192,grid
257,64,256,grid
257,64,257,grid
257,64,384,grid
257,64,512,grid
257,64,1024,grid
257,64,1536,grid
257,64,4096,grid
257,96,1,grid
257,96,2,grid
257,96,4,grid
257,96,32,grid
257,96,64,grid
257,96,127,grid
257,96,128,grid
257,96,192,grid
257,96,256,grid
257,96,768,grid
257,96,1024,grid
257,96,1536,grid
257,96,2048,grid
257,127,1,grid
257,127,4,grid
257,127,32,grid
257,127,64,grid
257,127,96,grid
257,127,127,grid
257,127,256,grid
257,127,384,grid
257,127,768,grid
257,127,4096,grid
257,128,1,grid
257,128,2,grid
257,128,4,grid
257,128,16,grid
257,128,64,grid
257,128,96,grid
257,128,128,tall
257,128,129,grid
257,128,192,grid
257,128,256,grid
257,128,768,grid
257,128,1536,grid
257,128,2048,grid
257,129,1,grid
257,129,32,grid
257,129,96,grid
257,129,127,grid
257,129,128,grid
257,129,129,grid
257,129,256,grid
257,129,384,grid
257,129,512,grid
257,129,2048,grid
257,129,4096,grid
257,192,2,grid
257,192,4,grid
257,192,16,grid
257,192,32,grid
257,192,64,grid
257,192,127,grid
257,192,128,grid
257,192,129,grid
257,192,192,grid
257,192,256,grid
257,192,768,grid
257,192,1536,grid
257,192,2048,grid
257,256,1,grid
257,256,4,grid
257,256,8,grid
257,256,16,grid
257,256,64,thinK
257,256,96,grid
257,256,192,grid
257,256,256,grid
257,256,1536,grid
257,256,2048,grid
257,256,4096,grid
257,257,1,grid
257,257,4,grid
257,257,32,grid
257,257,128,grid
257,257,129,grid
257,257,192,grid
257,257,256,grid
257,257,384,grid
257,257,1536,grid
257,257,2048,grid
257,257,4096,grid
257,361,1,random
257,384,2,grid
257,384,4,grid
257,384,8,grid
257,384,16,grid
257,384,127,grid
257,384,256,grid
257,384,257,grid
257,384,512,grid
257,384,1024,grid
257,384,2048,grid
257,512,8,grid
257,512,16,grid
257,512,32,grid
257,512,64,grid
257,512,127,grid
257,512,129,grid
257,512,192,grid
257,512,256,grid
257,512,257,grid
257,512,512,grid
257,512,4096,grid
257,768,1,grid
257,768,4,grid
257,768,16,grid
257,768,127,grid
257,768,192,grid
257,768,384,grid
257,768,768,grid
257,768,1536,grid
257,768,4096,grid
257,1024,1,grid
257,1024,8,grid
257,1024,32,grid
257,1024,64,grid
257,1024,128,grid
257,1024,129,grid
257,1024,257,grid
257,1024,768,grid
257,1024,1024,grid
257,1024,2048,grid
257,1536,2,grid
257,1536,16,grid
257,1536,64,grid
257,1536,128,grid
257,1536,129,grid
257,1536,257,grid
257,1536,384,grid
257,1536,768,grid
257,1536,1024,grid
257,1536,1536,grid
257,1536,4096,grid
257,2048,2,grid
257,2048,4,grid
257,2048,8,grid
257,2048,16,grid
257,2048,128,grid
257,2048,129,grid
257,2048,192,grid
257,2048,257,grid
257,2048,768,grid
257,2048,2048,grid
257,4096,4,grid
257,4096,16,grid
257,4096,96,grid
257,4096,127,grid
257,4096,128,grid
257,4096,129,grid
257,4096,192,grid
257,4096,257,grid
257,4096,512,grid
259,105,179,random
264,1,1,tall
264,1,15,random
264,8,8,tall
264,16,16,tall
264,64,64,tall
264,128,128,tall
264,256,64,thinK
264,256,256,tall
265,625,21,random
268,2,12,random
272,46,247,random
272,3999,20,random
275,59,331,random
278,479,849,random
278,5018,78,random
279,4,1644,random
280,2,4,random
281,13,1,random
281,5801,565,random
284,2,1589,random
285,96,2,random
286,88,725,random
288,13,5,random
288,996,293,random
289,1,1,tall
289,1,64,random
289,8,8,tall
289,16,16,tall
289,64,64,tall
289,128,128,tall
289,256,64,thinK
289,256,256,tall
289,3351,3,random
292,107,4098,random
293,31,10,random
295,5206,22,random
298,21,3,random
298,1851,238,random
299,31,4,random
300,2,691,random
301,781,4,random
302,140,6,random
302,261,3293,random
302,269,632,random
303,5,6,random
304,14,49,random
307,8,341,random
308,5,7688,random
310,7,41,random
311,2,2,random
311,2,55,random
313,31,184,random
315,11,2559,random
320,1,1,tall
320,8,8,tall
320,9,2751,random
320,16,16,tall
320,29,127,random
320,64,64,tall
320,128,128,tall
320,256,64,thinK
320,256,256,tall
324,3,44,random
328,7,2,random
332,6948,3,random
334,71,5,random
338,5,1,random
340,38,3118,random
343,1,1,random
345,61,9,random
352,1,1,tall
352,8,8,tall
352,16,16,tall
352,64,64,tall
352,128,128,tall
352,256,64,thinK
352,256,256,tall
355,5210,124,random
358,3,3,random
359,386,86,random
362,2,2,random
367,73,150,random
367,613,3409,random
377,1,4,random
378,2,105,random
378,6033,49,random
379,30,175,random
381,801,104,random
383,1,1,tall
383,6,97,random
383,8,8,tall
383,16,16,tall
383,64,64,tall
383,128,128,tall
383,256,64,thinK
383,256,256,tall
384,1,1,grid
384,1,8,grid
384,1,16,grid
384,1,64,grid
384,1,127,grid
384,1,128,grid
384,1,129,grid
384,1,192,grid
384,1,256,grid
384,1,1536,grid
384,1,4096,grid
384,2,1,grid
384,2,2,grid
384,2,8,grid
384,2,16,grid
384,2,32,grid
384,2,192,grid
384,2,256,grid
384,2,384,grid
384,2,512,grid
384,2,2048,grid
384,2,4096,grid
384,4,2,grid
384,4,8,grid
384,4,64,grid
384,4,96,grid
384,4,127,grid
384,4,128,grid
384,4,192,grid
384,4,256,grid
384,4,384,grid
384,4,768,grid
384,4,2048,grid
384,8,1,grid
384,8,2,grid
384,8,4,grid
384,8,8,grid
384,8,32,grid
384,8,127,grid
384,8,129,grid
384,8,192,grid
384,8,512,grid
384,8,768,grid
384,8,1024,grid
384,8,4096,grid
384,16,1,grid
384,16,2,grid
384,16,4,grid
384,16,32,grid
384,16,64,grid
384,16,96,grid
384,16,128,grid
384,16,192,grid
384,16,257,grid
384,16,512,grid
384,16,768,grid
384,16,1024,grid
384,16,1536,grid
384,16,4096,grid
384,32,1,grid
384,32,4,grid
384,32,96,grid
384,32,192,grid
384,32,257,grid
384,32,384,grid
384,32,512,grid
384,32,1024,grid
384,64,1,grid
384,64,2,grid
384,64,8,grid
384,64,16,grid
384,64,64,grid
384,64,192,grid
384,64,257,grid
384,64,1024,grid
384,64,1536,grid
384,64,2048,grid
384,64,4096,grid
384,96,1,grid
384,96,2,grid
384,96,4,grid
384,96,32,grid
384,96,64,grid
384,96,127,grid
384,96,128,grid
384,96,256,grid
384,96,257,grid
384,96,768,grid
384,96,1536,grid
384,127,1,grid
384,127,2,grid
384,127,8,grid
384,127,32,grid
384,127,96,grid
384,127,127,grid
384,127,257,grid
384,127,384,grid
384,127,512,grid
384,127,768,grid
384,127,2048,grid
384,127,4096,grid
384,128,2,grid
384,128,32,grid
384,128,64,grid
384,128,96,grid
384,128,127,grid
384,128,256,grid
384,128,384,grid
384,128,512,grid
384,128,768,grid
384,129,1,grid
384,129,4,grid
384,129,8,grid
384,129,16,grid
384,129,64,grid
384,129,96,grid
384,129,192,grid
384,129,384,grid
384,129,1024,grid
384,192,2,grid
384,192,16,grid
384,192,96,grid
384,192,127,grid
384,192,512,grid
384,192,1536,grid
384,192,2048,grid
384,192,4096,grid
384,256,2,grid
384,256,16,grid
384,256,32,grid
384,256,64,grid
384,256,128,grid
384,256,256,grid
384,256,384,grid
384,256,512,grid
384,256,768,grid
384,256,1536,grid
384,257,2,grid
384,257,16,grid
384,257,64,grid
384,257,96,grid
384,257,127,grid
384,257,384,grid
384,257,768,grid
384,257,1024,grid
384,257,2048,grid
384,257,4096,grid
384,384,4,grid
384,384,8,grid
384,384,32,grid
384,384,96,grid
384,384,128,grid
384,384,129,grid
384,384,192,grid
384,384,256,grid
384,384,257,grid
384,384,512,grid
384,384,768,grid
384,384,1024,grid
384,512,1,grid
384,512,2,grid
384,512,4,grid
384,512,16,grid
384,512,32,grid
384,512,96,grid
384,512,127,grid
384,512,128,grid
384,512,192,grid
384,512,256,grid
384,512,257,grid
384,512,384,grid
384,512,512,grid
384,512,1536,grid
384,512,2048,grid
384,768,4,grid
384,768,8,grid
384,768,16,grid
384,768,32,grid
384,768,64,grid
384,768,127,grid
384,768,192,grid
384,768,256,grid
384,768,257,grid
384,768,384,grid
384,768,768,grid
384,768,1024,grid
384,768,1536,grid
384,768,2048,grid
384,768,4096,grid
384,1024,4,grid
384,1024,8,grid
384,1024,32,grid
384,1024,96,grid
384,1024,128,grid
384,1024,192,grid
384,1024,256,grid
384,1024,384,grid
384,1024,512,grid
384,1024,1536,grid
384,1024,2048,grid
384,1536,2,grid
384,1536,8,grid
384,1536,32,grid
384,1536,96,grid
384,1536,128,grid
384,1536,129,grid
384,1536,192,grid
384,1536,384,grid
384,1536,1536,grid
384,2048,1,grid
384,2048,16,grid
384,2048,32,grid
384,2048,127,grid
384,2048,128,grid
384,2048,768,grid
384,2048,2048,grid
384,4096,1,grid
384,4096,2,grid
384,4096,16,grid
384,4096,64,grid
384,4096,96,grid
384,4096,127,grid
384,4096,128,grid
384,4096,256,grid
384,4096,384,grid
384,4096,768,grid
384,4096,1536,grid
384,4096,2048,grid
384,7920,3876,random
385,1718,13,random
387,17,139,random
387,174,1,random
387,4119,160,random
390,2,55,random
391,1608,42,random
394,2045,68,random
397,268,831,random
398,113,163,random
398,625,2711,random
404,419,4595,random
405,216,1388,random
406,173,7,random
407,27,5906,random
409,994,439,random
410,17,301,random
412,1,85,random
415,228,1808,random
416,2956,4,random
422,214,38,random
424,52,594,random
428,159,1398,random
429,213,921,random
429,6060,2,random
431,5045,4,random
432,4,436,random
432,4,7267,random
432,857,5,random
433,31,1,random
438,566,385,random
440,1,3,random
443,28,2,random
443,2035,22,random
447,322,215,random
451,8,7383,random
451,63,10,random
451,943,8,random
458,2720,87,random
461,189,1088,random
468,11,705,random
469,272,1219,random
475,2,17,random
475,55,4,random
481,4,152,random
485,801,415,random
486,1,3958,random
486,2,980,random
487,65,1,random
488,5,2,random
493,635,2450,random
495,254,30,random
510,224,234,random
512,1,1,grid
512,1,4,grid
512,1,8,grid
512,1,32,grid
512,1,96,grid
512,1,192,grid
512,1,257,grid
512,1,384,grid
512,1,1024,grid
512,1,2048,grid
512,1,4096,grid
512,2,2,grid
512,2,4,grid
512,2,64,grid
512,2,96,grid
512,2,129,grid
512,2,192,grid
512,2,384,grid
512,2,1536,grid
512,2,2048,grid
512,2,4096,grid
512,4,4,grid
512,4,64,grid
512,4,96,grid
512,4,128,grid
512,4,129,grid
512,4,192,grid
512,4,256,grid
512,4,384,grid
512,4,512,grid
512,4,768,grid
512,4,1024,grid
512,4,2048,grid
512,8,1,grid
512,8,2,grid
512,8,4,grid
512,8,8,grid
512,8,16,grid
512,8,64,grid
512,8,96,grid
512,8,129,grid
512,8,512,grid
512,8,768,grid
512,8,1536,grid
512,8,2048,grid
512,8,4096,grid
512,16,1,grid
512,16,2,grid
512,16,4,grid
512,16,16,grid
512,16,96,grid
512,16,127,grid
512,16,128,grid
512,16,129,grid
512,16,192,grid
512,16,512,grid
512,32,1,grid
512,32,8,grid
512,32,16,grid
512,32,32,grid
512,32,1024,grid
512,32,1536,grid
512,32,2048,grid
512,32,4096,grid
512,64,2,grid
512,64,4,grid
512,64,64,tall
512,64,96,grid
512,64,129,grid
512,64,192,grid
512,64,768,grid
512,64,1024,grid
512,64,2048,grid
512,64,4096,grid
512,96,4,grid
512,96,16,grid
512,96,32,grid
512,96,64,grid
512,96,96,grid
512,96,129,grid
512,96,192,grid
512,96,257,grid
512,96,1536,grid
512,96,2048,grid
512,127,1,grid
512,127,2,grid
512,127,8,grid
512,127,32,grid
512,127,64,grid
512,127,127,grid
512,127,128,grid
512,127,192,grid
512,127,257,grid
512,127,768,grid
512,128,2,grid
512,128,8,grid
512,128,16,grid
512,128,32,grid
512,128,64,grid
512,128,96,grid
512,128,127,grid
512,128,128,grid
512,128,129,grid
512,128,257,grid
512,128,384,grid
512,128,512,grid
512,128,1024,grid
512,128,2048,grid
512,129,1,grid
512,129,2,grid
512,129,4,grid
512,129,8,grid
512,129,128,grid
512,129,256,grid
512,129,384,grid
512,129,512,grid
512,129,1024,grid
512,129,1536,grid
512,129,2048,grid
512,129,4096,grid
512,192,1,grid
512,192,8,grid
512,192,96,grid
512,192,127,grid
512,192,128,grid
512,192,192,grid
512,192,256,grid
512,192,257,grid
512,192,384,grid
512,192,512,grid
512,192,1024,grid
512,192,1536,grid
512,256,1,grid
512,256,2,grid
512,256,16,grid
512,256,128,grid
512,256,129,grid
512,256,256,tall
512,256,257,grid
512,256,384,grid
512,256,512,grid
512,256,768,grid
512,256,1536,grid
512,256,2048,grid
512,257,1,grid
512,257,2,grid
512,257,8,grid
512,257,32,grid
512,257,128,grid
512,257,129,grid
512,257,192,grid
512,257,256,grid
512,257,384,grid
512,257,512,grid
512,257,1024,grid
512,257,1536,grid
512,257,2048,grid
512,257,4096,grid
512,384,1,grid
512,384,64,grid
512,384,128,grid
512,384,192,grid
512,384,257,grid
512,384,512,grid
512,384,2048,grid
512,512,2,grid
512,512,4,grid
512,512,8,grid
512,512,64,thinK
512,512,96,grid
512,512,127,grid
512,512,128,grid
512,512,257,grid
512,512,512,grid
512,512,768,grid
512,512,1536,grid
512,768,2,grid
512,768,4,grid
512,768,32,grid
512,768,127,grid
512,768,768,grid
512,768,1024,grid
512,768,2048,grid
512,1024,1,grid
512,1024,8,grid
512,1024,16,grid
512,1024,32,grid
512,1024,64,grid
512,1024,96,grid
512,1024,127,grid
512,1024,129,grid
512,1024,192,grid
512,1024,256,grid
512,1024,257,grid
512,1024,384,grid
512,1024,512,grid
512,1024,768,grid
512,1024,1024,grid
512,1024,2048,grid
512,1024,4096,grid
512,1536,1,grid
512,1536,2,grid
512,1536,16,grid
512,1536,64,grid
512,1536,127,grid
512,1536,128,grid
512,1536,129,grid
512,1536,257,grid
512,1536,384,grid
512,1536,768,grid
512,1536,1536,grid
512,1536,2048,grid
512,2048,2,grid
512,2048,4,grid
512,2048,192,grid
512,2048,257,grid
512,2048,512,grid
512,2048,768,grid
512,2048,1024,grid
512,2048,1536,grid
512,4096,1,grid
512,4096,4,grid
512,4096,8,grid
512,4096,16,grid
512,4096,96,grid
512,4096,256,grid
512,4096,257,grid
512,4096,384,grid
512,4096,512,grid
512,4096,2048,grid
512,4096,4096,grid
513,1,1,tall
513,8,8,tall
513,16,16,tall
513,64,64,tall
513,128,128,tall
513,256,256,tall
513,512,64,thinK
517,4,38,random
517,4814,38,random
520,1,1,tall
520,8,8,tall
520,16,16,tall
520,64,64,tall
520,128,128,tall
520,256,256,tall
520,512,64,thinK
523,3,6,random
523,18,356,random
527,92,436,random
528,12,29,random
532,66,527,random
533,341,6,random
534,31,206,random
537,2,176,random
539,4496,13,random
543,1,1860,random
545,1,1,tall
545,8,8,tall
545,16,16,tall
545,64,64,tall
545,128,128,tall
545,256,256,tall
545,512,64,thinK
546,1013,1,random
551,10,10,random
551,798,1463,random
553,364,8,random
562,977,283,random
566,39,3097,random
566,1643,1184,random
569,556,2,random
571,4583,106,random
572,172,156,random
573,1392,88,random
576,1,1,tall
576,8,8,tall
576,12,1500,random
576,16,16,tall
576,64,64,tall
576,128,128,tall
576,256,256,tall
576,512,64,thinK
584,2,3,random
585,8104,222,random
587,7870,518,random
590,38,1,random
594,113,3,random
596,2200,25,random
598,677,7613,random
600,2,88,random
603,19,1,random
603,137,897,random
608,1,1,tall
608,8,8,tall
608,16,16,tall
608,64,64,tall
608,128,128,tall
608,256,256,tall
608,512,64,thinK
611,750,154,random
615,212,50,random
619,3,147,random
620,2213,21,random
632,368,7368,random
632,3910,64,random
635,1282,1057,random
639,1,1,tall
639,8,8,tall
639,16,16,tall
639,64,64,tall
639,128,128,tall
639,256,256,tall
639,512,64,thinK
646,1440,2,random
648,21,268,random
653,4255,150,random
655,36,1690,random
665,38,87,random
666,1,4147,random
675,822,3398,random
677,1891,217,random
678,1,38,random
681,5,4096,random
687,296,4015,random
691,30,1,random
695,3110,4,random
695,7867,1239,random
697,5801,22,random
701,8,874,random
714,1597,5,random
714,7806,3220,random
716,6153,62,random
718,3292,475,random
720,2,200,random
726,953,671,random
744,1,2931,random
744,310,3350,random
745,439,5,random
746,353,3,random
747,1,56,random
750,3097,6256,random
750,8182,21,random
756,17,2320,random
765,168,2931,random
768,1,2,grid
768,1,32,grid
768,1,96,grid
768,1,127,grid
768,1,129,grid
768,1,256,grid
768,1,257,grid
768,1,384,grid
768,1,1024,grid
768,1,1536,grid
768,1,2048,grid
768,1,4096,grid
768,2,2,grid
768,2,4,grid
768,2,8,grid
768,2,16,grid
768,2,129,grid
768,2,192,grid
768,2,257,grid
768,2,384,grid
768,2,512,grid
768,2,768,grid
768,2,1024,grid
768,2,1536,grid
768,4,4,grid
768,4,127,grid
768,4,128,grid
768,4,256,grid
768,4,384,grid
768,4,768,grid
768,4,1536,grid
768,4,4096,grid
768,8,2,grid
768,8,8,grid
768,8,96,grid
768,8,128,grid
768,8,192,grid
768,8,257,grid
768,8,384,grid
768,8,768,grid
768,8,1536,grid
768,8,4096,grid
768,16,1,grid
768,16,2,grid
768,16,4,grid
768,16,16,grid
768,16,32,grid
768,16,64,grid
768,16,96,grid
768,16,127,grid
768,16,129,grid
768,16,192,grid
768,16,257,grid
768,16,768,grid
768,16,1024,grid
768,32,1,grid
768,32,32,grid
768,32,127,grid
768,32,384,grid
768,32,512,grid
768,32,768,grid
768,32,1024,grid
768,64,2,grid
768,64,4,grid
768,64,8,grid
768,64,16,grid
768,64,32,grid
768,64,128,grid
768,64,192,grid
768,64,256,grid
768,64,384,grid
768,64,512,grid
768,64,1024,grid
768,64,1536,grid
768,64,2048,grid
768,64,4096,grid
768,96,4,grid
768,96,32,grid
768,96,129,grid
768,96,257,grid
768,96,512,grid
768,96,1536,grid
768,96,4096,grid
768,127,16,grid
768,127,32,grid
768,127,127,grid
768,127,129,grid
768,127,257,grid
768,127,512,grid
768,127,2048,grid
768,128,1,grid
768,128,4,grid
768,128,8,grid
768,128,64,grid
768,128,127,grid
768,128,192,grid
768,128,256,grid
768,128,512,grid
768,128,768,grid
768,128,4096,grid
768,129,1,grid
768,129,2,grid
768,129,64,grid
768,129,96,grid
768,129,127,grid
768,129,128,grid
768,129,256,grid
768,129,384,grid
768,129,1536,grid
768,129,2048,grid
768,129,4096,grid
768,192,2,grid
768,192,4,grid
768,192,16,grid
768,192,127,grid
768,192,129,grid
768,192,192,grid
768,192,512,grid
768,192,768,grid
768,192,1024,grid
768,192,1536,grid
768,192,4096,grid
768,256,1,grid
768,256,64,grid
768,256,192,grid
768,256,512,grid
768,256,768,grid
768,256,1024,grid
768,256,1536,grid
768,257,2,grid
768,257,4,grid
768,257,32,grid
768,257,96,grid
768,257,192,grid
768,257,257,grid
768,257,384,grid
768,257,512,grid
768,257,768,grid
768,257,1536,grid
768,384,16,grid
768,384,32,grid
768,384,64,grid
768,384,127,grid
768,384,128,grid
768,384,192,grid
768,384,256,grid
768,384,1536,grid
768,384,2048,grid
768,384,4096,grid
768,512,2,grid
768,512,4,grid
768,512,32,grid
768,512,96,grid
768,512,129,grid
768,512,192,grid
768,512,256,grid
768,512,257,grid
768,512,384,grid
768,512,512,grid
768,512,768,grid
768,512,1536,grid
768,512,2048,grid
768,768,1,grid
768,768,2,grid
768,768,4,grid
768,768,8,grid
768,768,129,grid
768,768,192,grid
768,768,256,grid
768,768,257,grid
768,768,384,grid
768,768,512,grid
768,768,1024,grid
768,768,2048,grid
768,1024,2,grid
768,1024,16,grid
768,1024,127,grid
768,1024,128,grid
768,1024,192,grid
768,1024,257,grid
768,1024,384,grid
768,1024,512,grid
768,1024,1024,grid
768,1024,1536,grid
768,1024,2048,grid
768,1024,4096,grid
768,1536,32,grid
768,1536,96,grid
768,1536,128,grid
768,1536,129,grid
768,1536,256,grid
768,1536,257,grid
768,1536,512,grid
768,1536,1536,grid
768,1536,2048,grid
768,2048,1,grid
768,2048,8,grid
768,2048,16,grid
768,2048,96,grid
768,2048,128,grid
768,2048,256,grid
768,2048,384,grid
768,2048,512,grid
768,2048,1024,grid
768,2048,4096,grid
768,4096,1,grid
768,4096,2,grid
768,4096,8,grid
768,4096,32,grid
768,4096,64,grid
768,4096,96,grid
768,4096,512,grid
768,4096,1024,grid
768,4096,1536,grid
768,4096,4096,grid
772,42,1083,random
772,158,11,random
776,1428,1,random
778,114,8036,random
785,108,3074,random
790,9,1880,random
793,4,45,random
802,6,14,random
804,76,2790,random
809,1471,1957,random
816,566,72,random
816,2020,517,random
819,36,1738,random
823,1007,9,random
825,23,11,random
828,58,12,random
834,2,4756,random
840,31,40,random
868,80,313,random
885,59,6,random
885,3064,60,random
888,6,5577,random
892,114,3,random
899,1760,1,random
914,61,1230,random
918,1996,5,random
919,46,337,random
923,1586,2,random
924,7522,838,random
927,8,4597,random
929,732,3176,random
942,24,206,random
954,3,284,random
954,5,2,random
959,12,7093,random
967,255,154,random
977,2,1674,random
979,1,2508,random
979,56,48,random
989,257,11,random
990,42,3957,random
992,37,77,random
992,68,449,random
997,485,1518,random
998,5072,3,random
1003,4,311,random
1009,49,9,random
1009,608,25,random
1019,289,136,random
1021,6,333,random
1024,1,1,tall
1024,1,2,grid
1024,1,4,grid
1024,1,127,grid
1024,1,128,grid
1024,1,129,grid
1024,1,256,grid
1024,1,257,grid
1024,1,384,grid
1024,1,1024,grid
1024,2,1,grid
1024,2,2,grid
1024,2,127,grid
1024,2,129,grid
1024,2,192,grid
1024,2,256,grid
1024,2,384,grid
1024,2,512,grid
1024,2,4096,grid
1024,4,1,grid
1024,4,4,grid
1024,4,8,grid
1024,4,16,grid
1024,4,32,grid
1024,4,64,grid
1024,4,127,grid
1024,4,128,grid
1024,4,192,grid
1024,4,256,grid
1024,4,384,grid
1024,4,768,grid
1024,4,2048,grid
1024,8,2,grid
1024,8,8,tall
1024,8,16,grid
1024,8,32,grid
1024,8,127,grid
1024,8,192,grid
1024,8,256,grid
1024,8,257,grid
1024,8,384,grid
1024,8,512,grid
1024,8,1024,grid
1024,8,4096,grid
1024,16,1,grid
1024,16,2,grid
1024,16,8,grid
1024,16,16,tall
1024,16,32,grid
1024,16,64,grid
1024,16,96,grid
1024,16,192,grid
1024,16,512,grid
1024,16,768,grid
1024,16,1024,grid
1024,16,2048,grid
1024,32,2,grid
1024,32,8,grid
1024,32,96,grid
1024,32,127,grid
1024,32,128,grid
1024,32,129,grid
1024,32,192,grid
1024,32,384,grid
1024,32,1536,grid
1024,32,4096,grid
1024,64,1,grid
1024,64,32,grid
1024,64,64,tall
1024,64,128,grid
1024,64,129,grid
1024,64,192,grid
1024,64,256,grid
1024,64,257,grid
1024,64,384,grid
1024,64,768,grid
1024,64,1024,grid
1024,64,1536,grid
1024,64,2048,grid
1024,96,1,grid
1024,96,4,grid
1024,96,96,grid
1024,96,512,grid
1024,96,768,grid
1024,96,1024,grid
1024,96,2048,grid
1024,127,4,grid
1024,127,8,grid
1024,127,32,grid
1024,127,127,grid
1024,127,128,grid
1024,127,768,grid
1024,127,4096,grid
1024,128,1,grid
1024,128,16,grid
1024,128,32,grid
1024,128,64,grid
1024,128,96,grid
1024,128,128,grid
1024,128,256,grid
1024,128,512,grid
1024,128,1536,grid
1024,128,2048,grid
1024,129,1,grid
1024,129,2,grid
1024,129,32,grid
1024,129,96,grid
1024,129,127,grid
1024,129,128,grid
1024,129,192,grid
1024,129,257,grid
1024,129,512,grid
1024,129,1536,grid
1024,129,2048,grid
1024,192,8,grid
1024,192,32,grid
1024,192,64,grid
1024,192,257,grid
1024,192,768,grid
1024,192,1536,grid
1024,192,2048,grid
1024,192,4096,grid
1024,256,1,grid
1024,256,2,grid
1024,256,32,grid
1024,256,64,grid
1024,256,96,grid
1024,256,128,grid
1024,256,192,grid
1024,256,256,tall
1024,256,384,grid
1024,256,512,grid
1024,256,4096,grid
1024,257,1,grid
1024,257,16,grid
1024,257,32,grid
1024,257,64,grid
1024,257,127,grid
1024,257,129,grid
1024,257,256,grid
1024,257,512,grid
1024,257,1024,grid
1024,257,4096,grid
1024,384,2,grid
1024,384,8,grid
1024,384,32,grid
1024,384,64,grid
1024,384,128,grid
1024,384,129,grid
1024,384,192,grid
1024,384,256,grid
1024,384,384,grid
1024,384,512,grid
1024,384,2048,grid
1024,384,4096,grid
1024,512,1,grid
1024,512,4,grid
1024,512,16,grid
1024,512,64,grid
1024,512,96,grid
1024,512,127,grid
1024,512,128,grid
1024,512,129,grid
1024,512,192,grid
1024,512,1536,grid
1024,512,4096,grid
1024,768,1,grid
1024,768,2,grid
1024,768,16,grid
1024,768,64,grid
1024,768,127,grid
1024,768,128,grid
1024,768,384,grid
1024,768,512,grid
1024,768,1536,grid
1024,1024,1,grid
1024,1024,32,grid
1024,1024,64,thinK
1024,1024,129,grid
1024,1024,192,grid
1024,1024,768,grid
1024,1024,1536,grid
1024,1536,1,grid
